======== Warning: The profile is invalid or incomplete
======== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
36.6055s  4.6670us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_rsqrt_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4357804]
36.6056s  5.8330us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4357811]
36.6057s  6.1670us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4357818]
36.6058s  6.0000us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_difference_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4357825]
36.6060s  4.9170us              (1 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_sum_op<float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4357862]
36.6061s  4.5000us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_rsqrt_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4357869]
36.6062s  5.5000us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4357876]
36.6063s  5.5830us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4357883]
36.6064s  5.8330us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_difference_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4357890]
36.6066s  6.0000us              (1 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_sum_op<float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4357927]
36.6067s  5.0840us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_rsqrt_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4357934]
36.6068s  5.5840us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4357941]
36.6069s  5.6670us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4357948]
36.6070s  6.3330us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_difference_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4357955]
36.6073s  4.9170us              (1 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_sum_op<float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4357992]
36.6074s  4.7500us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_rsqrt_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4357999]
36.6075s  5.9160us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358006]
36.6076s  5.5830us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358013]
36.6077s  5.2500us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_difference_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358020]
36.6079s  5.3330us              (1 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_sum_op<float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358057]
36.6080s  5.1670us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_rsqrt_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358064]
36.6081s  5.5000us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358071]
36.6082s  5.7500us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358078]
36.6083s  6.1670us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_difference_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358085]
36.6085s  6.1670us              (1 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_sum_op<float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358122]
36.6086s  5.5840us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_rsqrt_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358129]
36.6087s  7.0000us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358136]
36.6088s  7.6670us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358143]
36.6089s  7.5830us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_difference_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358150]
36.6092s  5.0830us              (1 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_sum_op<float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358187]
36.6093s  5.1670us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_rsqrt_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358194]
36.6094s  5.5000us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358201]
36.6095s  6.0000us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358208]
36.6096s  5.8330us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_difference_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358215]
36.6098s  6.1670us              (1 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_sum_op<float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358252]
36.6099s  5.5830us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_rsqrt_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358259]
36.6100s  7.5000us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358266]
36.6101s  7.5830us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358273]
36.6102s  7.6670us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_difference_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358280]
36.6104s  5.3340us              (1 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_sum_op<float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358317]
36.6105s  4.7500us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_rsqrt_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358324]
36.6106s  5.5000us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358331]
36.6107s  5.8330us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358338]
36.6108s  6.1670us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_difference_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358345]
36.6111s  6.1670us              (1 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_sum_op<float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358382]
36.6112s  6.0000us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_rsqrt_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358389]
36.6113s  7.0830us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358396]
36.6114s  7.7500us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358403]
